	0	1	2	3	4	5	6	7	8	9
redactedQ1tokens3characters	0	1	0	0	3	3	4	1	1	5
Machi	0	0	0	0	0	0	0	1	0	0
ihne	0	1	0	1	0	0	0	0	0	0
überrescht	0	0	0	0	0	0	1	0	0	0
gfloge	0	0	0	0	0	0	0	1	0	0
öfters	0	0	1	0	0	0	0	0	0	0
Weisch	0	0	0	0	1	0	0	1	0	0
kao	0	0	0	0	0	1	0	0	0	0
allgemeine	0	0	0	0	0	0	0	1	0	0
bald	2	0	4	0	0	0	0	0	0	0
redactedQ1tokens12characters	0	0	0	0	2	1	0	0	0	0
redactedQ5tokens24characters	0	0	2	0	0	0	2	2	2	2
Pa	0	0	0	0	0	0	0	1	0	0
znam	0	0	0	0	0	0	0	0	1	0
scho	2	6	3	5	5	4	6	2	8	6
redactedQ12tokens60characters	0	0	0	0	0	0	0	1	0	0
gsehs	0	0	0	0	0	0	0	0	0	1
bernardete	1	0	0	0	0	0	0	0	0	0
platz	0	0	1	0	0	0	1	0	0	0
jet	0	0	0	1	0	0	0	0	0	0
gepäck	0	0	0	0	0	1	0	0	0	0
Leleeee	0	0	0	0	0	0	0	1	0	0
Ajdeee	0	0	0	0	0	0	0	0	1	0
;	0	0	0	0	0	1	1	0	1	1
frog	0	0	0	0	0	0	0	1	0	0
nöcgi	0	0	0	1	0	0	0	0	0	0
bliebed	0	0	0	0	0	0	0	1	0	0
Z	0	0	0	0	0	0	0	1	0	0
strengi	0	0	0	0	0	0	0	0	1	0
kontrollw	0	0	0	0	0	0	0	0	0	1
sehne	0	1	0	0	0	0	0	0	0	0
knochepulver	0	0	0	1	0	0	0	0	0	0
Sind	0	0	0	0	0	0	2	0	0	0
Ah	0	0	1	0	0	5	1	4	2	2
5i	0	0	1	0	0	0	0	0	0	0
6i	0	0	1	0	1	1	0	0	0	0
autofahre	0	0	0	0	0	0	1	0	0	0
gönd	0	0	2	4	2	3	0	2	0	1
muesch	0	1	3	1	0	0	1	1	0	1
Ebe	0	0	0	0	0	0	0	0	1	0
E	1	0	0	0	0	1	2	0	0	0
pa	0	0	0	0	0	1	1	0	0	0
srecno	0	0	0	0	0	0	0	1	0	0
sutra	0	0	0	0	0	0	0	0	1	0
!!	0	0	0	0	2	3	0	2	1	3
uzh	0	1	0	0	0	0	0	0	0	0
bachelor	0	0	1	0	0	0	0	0	0	0
hsg	0	0	0	0	1	0	0	0	0	0
master	0	0	0	0	0	1	0	0	0	0
Schiens	0	0	0	0	0	0	0	1	0	0
goht	0	1	1	5	1	0	0	1	1	2
cd	0	0	1	0	0	0	0	0	0	1
laufwerk	0	0	0	1	0	0	0	0	0	0
bootet	0	0	0	0	1	0	0	0	0	0
bios	0	0	0	0	0	0	1	0	0	0
chunsch	0	1	0	0	0	1	0	1	0	0
normalerwiis	0	0	0	0	0	0	0	0	1	0
me	11	0	2	1	4	2	0	2	2	2
fertigi	0	1	0	0	0	0	0	0	0	0
keilrähme	0	0	1	0	0	0	0	0	0	0
demfall	0	0	0	0	0	1	0	2	0	0
bilderrahme	0	0	0	0	0	0	0	0	0	1
ersteigert	0	0	0	0	1	0	0	0	0	0
frankfurtt	0	0	1	0	0	0	0	0	0	0
Ahso	0	0	0	1	0	0	0	0	0	0
mue	0	0	0	2	1	0	0	0	0	0
Hm	0	0	0	0	0	1	0	0	0	0
sozege	0	1	0	0	0	0	0	0	0	0
fahrplan	0	0	0	0	0	1	0	0	0	0
lehr	0	0	0	0	0	1	0	0	0	1
neu	0	3	0	0	0	0	0	0	0	0
Jo	0	0	0	0	3	6	7	8	10	7
ergriffsch	0	1	0	0	0	0	0	0	0	0
gschriebe	0	0	1	0	0	0	1	0	0	0
informiersch	0	0	0	0	0	0	1	0	0	0
billigi	0	0	1	0	0	0	0	0	0	0
arbeitschräft	0	0	0	1	0	0	0	0	0	0
beste	0	0	0	0	0	0	0	1	0	2
besprichsch	0	0	0	1	0	0	0	0	0	0
machi	0	0	0	0	0	1	0	0	0	0
meh	2	0	4	2	4	0	0	1	5	1
söttsch	0	1	1	0	0	0	0	0	0	0
krass	0	0	0	0	0	0	1	0	0	0
richtig	0	1	4	2	1	2	2	0	0	2
gmacht	0	2	1	3	3	2	0	1	2	1
I	0	0	0	1	1	4	2	2	5	4
weisses	0	0	0	0	0	0	2	0	0	0
segeds	0	0	0	0	0	0	0	0	0	1
unnötige	0	1	0	0	0	0	0	0	0	0
mein	0	1	0	0	0	1	1	0	3	1
bimne	0	0	0	0	0	0	0	0	0	1
betrieb	0	0	1	0	0	0	0	0	0	0
würkli	0	0	0	1	0	0	0	2	0	0
klar	0	0	0	0	0	0	1	2	0	2
lang	0	0	3	1	3	1	1	0	2	0
warte	0	1	1	0	0	0	0	0	0	0
chum	0	2	1	1	0	0	0	1	0	0
lache	0	0	0	0	0	1	1	0	0	0
chocht	0	0	0	1	0	0	0	0	0	0
dran	0	0	1	0	0	0	0	0	0	0
schnell	0	1	1	1	0	0	1	0	0	0
erlaubsch	0	1	0	0	0	0	0	0	0	0
information	0	0	2	0	0	0	1	0	0	0
wiitergebe	0	0	0	1	0	0	0	1	0	0
nutzer	0	0	0	0	0	1	0	0	0	1
Tönt	0	0	0	0	0	0	1	0	0	0
hart	0	0	0	0	0	0	0	0	1	0
kontakt	0	0	0	1	0	1	0	0	0	0
ufnehmed	0	0	0	0	1	0	0	0	0	0
diese	1	2	0	0	0	0	0	0	1	0
vertraulich	0	0	0	1	0	0	0	0	0	0
behandeln	0	0	0	0	1	0	0	0	0	0
wünsche	0	0	0	0	0	0	2	0	0	0
firma	0	0	0	1	0	0	2	0	0	0
keinen	0	0	1	0	1	0	0	0	0	0
aufnehmen	0	0	0	0	0	0	1	0	0	0
Ok	0	0	0	2	0	2	1	0	2	1
orientierig	0	1	0	0	0	0	0	0	0	0
wohrschinli	0	0	0	0	0	1	0	0	0	0
mitm	0	0	1	0	0	0	0	1	0	0
transporter	0	0	0	0	0	0	0	0	1	0
glingt	0	0	2	0	0	0	0	0	0	0
vornimmsch	0	0	0	0	0	2	0	0	0	0
frohs	0	0	0	0	0	0	0	2	0	0
neus	0	0	0	0	0	0	0	0	2	0
johr	0	0	1	0	0	0	0	1	0	2
ladekabel	0	1	0	0	0	0	0	0	0	0
Hoi	0	0	0	0	0	1	0	0	0	1
Aha	0	0	1	0	0	0	0	1	0	0
chani	0	0	0	0	0	2	0	1	0	0
shop	0	0	0	0	0	0	0	0	1	0
eifacht	0	0	0	0	0	0	0	0	0	1
müehsame	0	1	0	0	0	0	0	0	0	0
meckeri	0	0	0	0	0	1	0	0	0	0
kenn	0	0	0	0	0	0	1	0	0	0
agnoh	1	0	0	0	0	0	0	0	0	0
kurs	0	0	1	1	0	0	0	0	1	0
10	0	0	1	1	1	0	0	1	4	1
gb	0	0	0	0	1	0	0	0	0	0
agwiese	0	0	0	0	0	1	0	0	0	0
Die	0	0	0	0	0	0	0	1	0	1
gwechselt	0	0	1	0	0	0	0	0	0	0
has	0	0	0	0	0	0	1	1	2	0
nu	0	1	0	0	0	0	0	1	0	0
gse	0	0	1	1	1	0	0	0	1	1
öppert	2	0	0	0	0	0	0	0	0	0
auto	0	0	0	1	0	0	1	0	0	0
duregfahre	0	0	0	0	1	0	0	0	0	0
neue	0	0	1	0	0	0	0	0	0	0
sorry	0	0	0	1	0	2	1	2	0	2
Oke	0	0	0	0	0	0	1	0	0	0
hoi	0	0	0	0	0	0	0	1	0	0
gohts	0	0	0	0	0	0	1	0	0	1
beruhigt	0	0	0	1	0	0	0	0	0	0
choche	0	0	0	0	0	0	1	0	0	0
=	1	0	1	0	0	0	0	0	1	0
giltet	0	0	1	0	0	0	0	0	0	0
tut	0	0	0	0	1	0	0	0	0	0
lösig	0	0	0	0	0	0	0	0	1	1
denk	0	0	0	1	0	0	0	0	0	0
hoffs	0	0	0	0	0	0	1	1	0	0
cho	1	2	2	4	1	3	2	2	5	2
bsueche	0	0	0	0	0	0	0	1	1	0
jede	3	1	1	1	0	0	0	0	0	0
Fahrlehrer	0	0	1	0	0	0	0	0	0	0
glich	1	0	0	1	0	1	0	0	1	0
witergit	0	0	0	0	1	0	0	0	0	0
redactedQ9tokens52characters	0	0	0	0	0	1	0	0	0	0
redactedQ9tokens47characters	0	0	0	0	0	0	1	0	1	0
Prüefige	0	0	1	1	0	0	0	0	0	0
dure	0	0	0	1	0	0	0	0	0	0
muess	0	0	0	4	2	1	2	3	0	1
ganzi	0	0	0	2	0	0	0	0	0	1
Ketut	0	1	0	0	0	0	0	0	0	0
noni	0	2	0	1	0	0	0	0	0	1
deheim	0	0	2	0	1	0	0	0	0	0
zruggschribt	0	0	0	0	0	0	0	0	1	0
emojiQpoutingFace	0	0	0	0	0	0	2	0	1	1
Shoppingbegleitig	0	1	0	0	0	0	0	0	0	0
spile	0	0	0	1	0	0	0	0	0	0
:P	0	0	0	1	2	0	2	0	0	0
mire	0	0	0	1	0	0	1	0	0	0
Site	0	0	0	0	1	0	0	0	0	0
Manne	0	0	0	0	0	0	0	0	1	0
mängisch	0	0	0	0	0	0	0	0	0	1
Betti	0	1	0	0	1	0	0	0	0	0
mi	5	3	5	2	0	2	2	2	4	1
kennsch	0	0	0	0	1	0	0	0	0	0
redactedQ4tokens18characters	0	0	0	1	0	1	2	2	2	0
Bitte	0	0	0	0	0	0	0	1	0	0
gerne	0	0	0	0	0	0	0	1	1	0
gli	1	0	0	1	0	0	0	0	0	0
Job	0	0	1	0	0	0	0	0	0	0
emojiQbarChart	0	0	0	1	0	0	0	0	0	0
emojiQchartWithUpwardsTrend	0	0	0	0	1	0	0	0	0	0
bechunnsch	0	0	0	0	0	1	0	0	0	0
vüu	0	0	0	0	0	0	0	0	1	1
Gäud	0	0	0	0	0	0	0	1	0	1
räschtlechi	0	1	0	0	0	0	0	0	0	0
Militärzit	0	0	1	0	0	0	0	0	0	0
Casper	0	0	0	0	1	0	0	0	0	0
schnäu	0	0	0	0	0	0	1	0	0	0
verbi	0	0	1	0	0	1	1	1	0	0
aui	0	1	0	0	0	0	0	0	0	0
Summer	0	0	0	1	0	1	0	0	0	0
problemlos	0	0	0	0	0	0	1	0	0	0
besteisch	0	0	0	0	0	0	0	1	0	0
emojiQwhiteHeavyCheckMark	0	0	0	0	0	0	0	0	0	1
London	0	0	0	1	0	0	0	0	0	0
chöi	0	0	1	0	1	0	0	0	0	0
emojiQsyringe	0	0	0	0	0	1	0	0	0	0
Hebs	0	0	0	0	0	0	0	0	0	1
Friti	0	0	0	1	0	0	0	0	0	0
hurtigschnäu	0	0	0	0	0	1	0	0	0	0
Kof	0	0	0	0	0	0	0	1	0	0
wöug	0	0	0	0	0	0	0	0	1	0
Deitige	0	0	1	0	0	0	0	0	0	0
göi	0	0	0	1	0	0	0	0	0	0
När	0	0	0	0	1	0	0	0	0	0
re	0	0	0	0	0	0	1	0	0	0
möglichscht	0	1	0	0	0	0	0	0	0	0
früeh	0	0	1	1	0	0	0	0	0	0
bueche	0	0	0	1	0	0	0	0	0	0
hei	0	0	2	0	1	5	1	2	1	0
dä	7	7	1	1	6	0	1	4	1	1
Fähler	0	0	0	0	0	0	0	0	1	0
bereue	0	1	1	0	0	0	0	0	0	0
würk	0	0	0	0	0	1	0	0	0	0
dert	0	0	0	0	1	1	0	0	0	2
Prag	1	1	0	0	0	0	0	0	0	0
fr	0	2	1	0	0	0	0	0	0	0
sone	0	0	0	1	1	0	0	0	1	0
Städtetrip	0	0	0	0	1	0	0	0	0	0
sehr	0	0	1	2	1	0	0	0	1	0
eich	0	0	1	0	0	0	0	1	0	0
Ostblock	0	0	0	0	1	0	0	0	0	0
ischs	0	0	0	0	0	0	1	1	0	0
ihrem	0	0	0	1	0	0	1	0	0	0
Berlin-Konzärt	0	0	0	0	1	0	0	0	0	0
NNNNN	0	0	0	0	0	0	1	0	0	0
Lüt	0	0	0	0	0	0	0	1	0	0
Bühni	0	0	0	0	0	0	0	0	0	1
Duell	0	0	1	0	0	0	0	0	0	0
Welt	0	0	0	0	0	1	0	0	0	1
Internet	0	0	0	0	0	0	1	1	0	0
luege	0	1	0	0	0	1	2	0	1	2
Duu	0	0	0	0	0	0	1	0	0	0
Frog	0	0	0	0	0	0	0	0	0	1
Prakti	0	0	1	0	0	0	0	0	0	0
heig	0	0	0	0	1	0	0	0	1	0
redactedQ7tokens53characters	0	0	0	0	0	0	1	0	0	0
1.8.14	0	0	0	0	0	0	0	0	1	0
aube	0	0	1	0	0	0	0	0	0	0
ou	0	3	4	1	0	0	1	0	1	3
Chröndli	0	0	0	0	0	0	0	0	1	0
chönnt	0	0	0	0	2	1	1	0	0	1
41	1	0	0	0	0	0	0	0	0	0
%	0	1	0	0	0	0	0	0	0	2
überläbe	0	0	1	0	0	0	0	1	0	0
redactedQ5tokens23characters	0	0	0	1	3	0	1	1	2	1
redactedQ2tokens20characters	0	0	0	0	0	7	0	1	2	3
redactedQ1tokens9characters	0	0	0	0	1	0	0	0	2	0
ig	3	0	0	0	1	1	0	0	0	0
dinn	0	0	2	0	0	0	0	0	0	0
Inès	0	0	0	0	0	0	1	0	0	0
redactedQ2tokens7characters	0	0	0	0	3	1	0	1	0	3
eher	0	1	0	2	0	0	0	0	0	0
Ruehi	0	0	1	0	0	0	0	0	0	0
wett	0	1	0	1	1	0	1	0	1	1
Naja	0	0	0	0	2	0	0	0	0	1
beleidige	0	0	0	1	0	0	0	0	0	0
redactedQ19tokens81characters	0	0	0	0	0	1	0	0	0	0
Mamau	0	0	0	0	0	0	1	0	0	0
druf	0	1	0	0	1	0	0	1	1	1
igöh	0	0	1	0	0	0	0	0	0	0
Ersch	0	0	0	0	0	0	0	0	1	0
wei	0	0	0	1	0	0	1	0	0	0
gfunge	0	0	0	0	0	0	0	0	0	1
härebringe	0	0	0	0	0	1	0	0	0	0
redactedQ10tokens48characters	0	0	0	0	0	0	0	1	1	1
Genau	0	0	0	0	1	0	0	0	1	0
bessers	0	0	0	1	0	0	0	0	0	0
Auto	0	0	0	0	1	0	0	0	0	0
redactedQ8tokens31characters	0	0	0	0	0	0	1	1	0	0
Hahha	0	0	0	0	0	0	0	0	1	0
türkisch	0	1	0	0	0	0	0	0	0	0
fleischbälleli	0	0	1	0	0	0	0	0	0	0
fein	0	0	0	1	0	0	0	0	0	0
dasi	0	0	0	0	0	0	1	0	0	0
wott	0	0	0	0	0	0	1	0	2	0
etwas	0	3	2	0	0	0	0	0	0	1
kämpfst	0	0	0	2	0	0	0	0	0	0
emojiQbabyAngel	0	0	0	0	0	1	0	0	0	0
emojiQpensiveFace	0	0	0	1	5	3	2	0	0	2
sagen	0	0	0	0	1	0	1	0	1	0
nun	0	2	0	0	0	0	0	0	0	1
vorbei	0	0	2	0	0	0	0	0	0	0
ist	0	0	4	6	4	0	2	1	1	0
emojiQsmilingFaceWithHalo	0	0	0	0	0	2	0	1	1	0
erhältst	0	0	0	0	0	0	1	1	0	0
Segen	0	0	0	0	0	0	0	0	1	1
dazugehöre	0	0	2	0	0	0	0	0	0	0
emojiQsmilingFaceWithHorns	0	0	0	0	1	0	0	0	0	0
emojiQdizzySymbol	0	0	0	0	0	1	0	0	0	0
Sobald	0	0	0	0	1	0	0	1	0	0
5	0	1	0	0	0	0	4	0	0	1
weish	1	2	0	0	0	1	1	0	0	0
bro	0	0	1	0	0	0	0	0	0	1
nacher	1	0	0	0	0	0	0	1	0	0
dehei	0	0	0	0	0	0	0	0	0	1
lounge	0	0	0	1	0	0	0	0	0	0
loan	0	0	0	0	0	0	0	1	1	0
nah	0	0	1	0	0	0	0	0	0	1
gfletteret	0	0	1	0	0	0	0	0	0	0
all	3	2	0	1	0	1	1	1	0	0
deine	0	2	0	0	0	2	0	0	0	0
Träume	0	0	2	0	0	0	0	0	0	0
emojiQnightWithStars	0	0	0	2	0	0	0	0	0	0
Erfüllung	0	0	0	0	0	2	0	0	0	0
gehen	0	0	0	0	0	0	3	0	0	0
bla	0	0	0	0	0	0	0	9	0	0
doppelt	0	2	0	0	0	0	0	0	0	0
Urlaub	0	0	0	0	1	1	0	0	0	0
emojiQpalmTree	0	0	0	0	0	6	0	0	0	0
hast	0	0	0	3	0	0	0	0	4	0
auf	0	2	1	0	0	1	0	0	0	1
geilsten	0	0	2	2	0	0	0	0	0	0
Partys	0	0	1	0	2	0	0	0	0	0
emojiQpartyPopper	0	0	0	0	0	2	0	0	0	0
emojiQballoon	0	0	0	0	0	0	2	0	0	0
emojiQwrappedPresent	0	0	0	0	0	0	0	2	0	0
dieser	1	0	0	0	0	0	0	0	1	0
Sommer	0	0	0	2	0	0	0	0	0	0
emojiQblackSunWithRays	0	0	0	0	2	0	0	0	0	1
emojiQbikini	0	0	0	0	0	2	0	0	0	0
emojiQclinkingBeerMugs	0	0	0	0	0	0	2	0	0	0
deines	0	0	0	0	0	0	0	2	0	0
Lebens	0	0	0	0	0	0	0	0	2	0
erleben	0	0	0	0	0	0	0	0	0	2
dieses	0	1	0	0	0	0	0	0	0	1
Jahr	0	0	1	0	0	0	0	0	0	0
ALLES	0	1	0	1	0	0	0	0	0	0
machen	0	0	0	1	1	1	0	0	0	0
wirst	0	0	2	1	1	1	1	0	0	0
einfach	0	2	0	0	0	0	0	0	0	1
Moment	0	0	1	0	0	2	1	0	0	0
emojiQheartDecoration	0	0	0	0	0	0	2	0	0	0
lebst	0	0	0	0	0	0	0	2	0	0
wies	0	0	1	0	0	1	0	0	0	0
gange	0	0	1	1	3	0	0	0	0	0
keine	2	1	0	0	0	0	1	0	0	0
wir	5	0	0	0	0	0	0	0	0	0
uns	0	2	0	0	0	0	0	0	0	0
neutralan	0	0	0	0	1	0	0	0	0	0
Boden	0	0	0	0	0	0	1	0	0	0
sahen	0	0	0	0	0	0	0	1	0	0
7	0	0	0	0	0	1	0	0	0	1
Tag	0	1	0	1	2	0	0	1	1	0
kommen	0	0	0	1	0	0	0	0	0	0
würde	0	0	0	0	1	0	0	0	0	0
Gerede	0	0	0	0	0	0	0	1	0	0
Leute	0	0	0	0	0	0	0	0	0	1
völlig	0	2	0	1	0	0	0	0	0	0
Zeit	0	3	0	1	0	0	0	0	0	0
vergass	0	0	0	0	1	0	0	0	0	0
Viel	0	0	0	0	0	0	1	0	0	0
passierte	0	0	0	0	0	0	0	1	0	0
zwar	0	0	1	0	0	0	0	1	3	0
mis	3	3	1	0	3	0	0	1	0	0
arztzügnis	0	0	1	0	0	0	0	0	0	0
spass	0	0	1	0	1	0	0	1	0	0
verlür	0	0	0	0	0	1	0	0	0	0
überalles	0	0	0	0	0	0	0	0	1	0
liebe	0	0	0	0	0	1	0	1	0	1
aicha	0	1	0	0	0	0	0	0	0	0
bebè	0	0	1	0	0	0	0	0	0	0
existiersh	0	0	0	0	1	0	0	0	0	0
best	0	0	2	1	0	0	0	1	0	0
überhaut	0	1	0	0	0	0	0	0	0	0
öpis	0	0	1	0	0	0	0	0	0	1
öper	0	0	0	0	1	0	0	0	0	0
anderem	0	0	0	0	0	1	0	0	0	0
:-/	0	0	0	0	0	0	0	0	1	0
öpr	0	1	0	0	0	0	0	0	0	0
shaffe	0	0	0	1	0	0	0	0	0	0
gset	0	0	0	0	1	0	0	0	0	0
vlt	0	0	0	0	0	0	0	1	0	0
womer	0	0	0	0	0	0	0	0	1	0
ane	0	1	0	0	0	0	1	0	0	1
karim	0	0	1	0	0	0	0	0	0	0
bumst	0	0	0	1	0	0	0	0	0	0
hahahahaha	0	0	0	0	0	1	0	2	0	2
shaaaz	0	0	0	0	0	0	1	0	0	0
chunsh	0	0	0	0	0	0	0	1	0	0
usse	0	0	0	0	0	0	0	0	0	1
überhaupt	2	0	0	0	0	0	1	3	1	0
lade	0	0	1	0	0	0	1	0	0	0
neeei	0	0	0	0	1	0	0	0	0	0
hahahahah	0	0	0	0	0	1	0	0	0	0
huere	0	0	1	1	0	0	0	2	1	0
gross	0	0	0	1	0	0	0	1	0	2
verchraftet	0	0	0	1	0	0	0	0	0	0
redactedQ3tokens19characters	0	0	0	0	1	1	0	0	0	0
Dass	0	0	0	1	0	0	1	0	0	1
körper	0	2	0	0	0	1	0	0	1	0
fasch	1	0	1	0	0	0	0	0	0	0
gschafft	0	1	0	1	0	0	0	0	0	0
häsch	0	0	0	1	2	0	0	0	0	0
redactedQ17tokens79characters	0	0	0	0	0	0	1	0	0	0
Super	0	0	0	0	0	1	0	1	0	0
arbeitszit	0	0	0	1	0	0	0	0	0	0
verlüre	0	0	0	0	1	0	0	0	0	0
Eigentlech	0	0	0	0	0	0	1	0	0	0
behindett	0	0	0	0	0	0	0	0	1	0
D	0	0	0	0	0	0	2	1	0	2
eis	1	0	0	1	0	1	0	1	0	1
gladnigs	0	1	0	0	0	0	0	0	0	0
teili	0	0	1	0	0	0	0	0	0	0
usem	0	0	0	1	0	0	0	0	0	0
wäutau	0	0	0	0	1	0	0	0	0	0
ä	0	0	2	0	2	1	0	0	0	0
absturz	0	0	0	0	0	0	1	0	0	0
verursachä	0	0	0	0	0	0	0	0	1	0
fettä	0	0	0	1	0	0	0	0	0	0
quadcore	0	0	0	0	1	0	0	0	0	0
arm	0	0	0	0	0	1	1	0	0	1
ringbus	0	0	0	0	0	0	0	1	0	0
aordnig	0	0	0	0	0	0	0	0	1	0
wenigr	0	0	0	1	0	0	0	0	0	0
strom	0	0	0	0	1	0	0	0	0	0
lampä	0	0	0	0	0	0	0	0	0	1
nach	1	1	1	0	1	1	0	0	1	1
feriä	0	0	0	1	0	1	0	0	0	0
relevant	0	0	0	0	1	0	0	0	0	0
odr	0	0	1	0	1	0	1	3	2	1
rouf	0	0	1	0	0	0	0	0	0	0
dinnä	0	0	0	1	0	0	0	0	0	0
luägät	0	0	0	0	0	1	0	0	0	0
plex	0	0	0	0	0	0	0	0	1	0
sä	0	0	0	1	0	0	0	0	0	0
yeah	0	0	0	0	0	1	0	0	0	0
chill	0	0	0	0	0	0	1	0	0	0
niämer	0	1	0	0	0	0	0	0	0	0
storage	0	0	0	1	0	0	0	0	0	0
gibb	0	0	0	0	0	0	0	1	0	0
pedal	0	1	0	0	0	0	0	0	0	0
obe	0	0	3	1	0	1	1	0	1	0
klickbindig	0	0	0	1	0	0	0	0	0	0
unde	0	0	0	0	0	1	0	0	0	0
bindig	0	0	0	0	0	0	0	1	0	0
normali	0	0	0	0	0	0	0	0	0	1
Wouter	0	1	0	0	0	0	0	0	0	0
Romain	0	0	1	0	0	0	0	0	0	0
Endi	0	0	0	1	0	0	0	0	0	0
Mai	0	0	0	0	1	1	0	0	0	0
hürotet	0	0	0	0	0	1	0	0	0	0
rosä	0	0	0	1	0	0	0	0	0	0
becho	0	0	0	0	1	1	2	0	0	0
emojiQpileOfPoo	0	0	0	0	0	0	0	1	3	0
Ersti	0	0	0	0	0	0	0	0	0	1
Ti	0	1	0	0	0	0	0	0	0	0
0.5	0	0	0	1	0	0	0	0	0	0
He	0	0	0	1	0	0	0	1	0	0
0	1	0	0	0	0	0	0	1	0	0
pol	0	0	1	0	0	0	0	0	0	0
Weiss	0	0	0	0	0	1	1	1	0	0
wsrum	0	0	0	0	0	0	0	0	1	0
well	1	0	0	0	2	0	0	0	0	0
erste	0	0	1	0	0	0	0	0	0	0
zeile	0	0	0	0	1	0	0	0	0	0
/	0	0	1	0	2	2	0	0	0	1
spalte	0	0	0	0	0	0	1	0	0	0
blätter	0	0	0	0	0	1	0	0	0	0
giovannino	0	0	0	0	1	0	0	0	0	0
No	0	0	0	0	0	2	0	0	0	0
bini	0	0	0	0	1	0	2	1	1	0
lehre	0	0	1	0	0	0	0	0	0	0
sett	0	0	0	0	0	1	0	1	0	0
egtl	0	0	0	0	0	0	0	0	1	0
iär	1	0	0	0	0	0	1	0	0	0
zb	0	1	0	0	0	0	0	1	0	0
regelungstechnik	0	0	0	1	0	0	0	0	0	0
widr	0	1	0	0	0	1	0	0	0	0
Thermo	0	0	0	0	0	0	0	0	0	1
leiste	0	0	0	2	0	0	0	0	0	0
wommer	1	0	0	0	0	0	0	0	0	0
hitt	0	1	0	0	0	0	0	0	0	0
gnacht	0	0	1	0	0	0	0	0	0	0
ufwendigschte	0	0	0	0	0	0	1	0	0	0
gsii	0	0	0	0	0	0	0	1	0	0
Hei	0	0	0	0	0	0	0	0	1	0
irgend	0	0	0	0	0	0	0	0	0	2
söttig	1	0	0	0	0	0	0	0	0	0
an	0	0	1	1	1	1	0	1	1	1
einere	0	0	0	1	0	0	0	0	0	0
weltbeste	0	0	0	0	0	0	1	0	0	0
technische	0	0	0	0	0	0	0	1	0	0
vill	0	0	4	0	0	1	1	1	0	0
pünkt	0	0	0	1	0	0	0	0	0	0
wartisch	0	0	0	0	0	0	0	1	0	0
viele	0	1	0	0	0	0	0	0	0	0
Studenten	0	0	1	0	0	0	0	0	0	0
gibt	0	0	2	1	0	1	0	0	0	0
inklusive	0	0	0	0	0	0	1	0	0	0
dateschutz	0	0	0	0	0	1	0	0	0	0
adresse	0	1	0	0	0	0	0	0	0	0
gültigi	0	0	0	1	0	0	0	0	0	0
installation	0	0	0	0	1	0	0	0	0	0
source	0	0	0	0	0	1	0	0	0	0
Ow	0	0	0	0	0	0	0	0	0	1
miär	1	0	0	0	0	0	0	0	0	0
iwf	0	0	0	0	0	1	0	0	0	0
arbet	0	0	0	0	0	0	0	1	0	0
machet	0	0	0	0	1	0	0	0	1	0
zmitzt	0	1	0	0	0	0	0	0	0	0
iipennt	0	0	0	0	1	0	0	0	0	0
Hahaha	0	0	0	0	0	2	3	2	1	0
wellum	0	0	0	0	0	0	0	0	0	1
verzelle	0	0	1	0	0	0	1	0	0	0
derzue	0	0	0	0	0	1	0	1	0	0
stooht	0	0	0	0	0	0	0	1	0	0
deheime	0	0	0	0	0	1	1	0	0	1
möglich	0	1	0	0	0	0	0	0	0	0
emojiQfaceSavouringDeliciousFood	0	0	0	0	1	0	1	0	0	0
wüeschts	0	0	0	0	0	0	0	0	1	0
wätter	0	0	0	0	0	0	0	0	0	1
schliife	0	1	0	0	0	0	0	0	0	0
nötig	0	0	0	1	0	0	0	0	0	0
mittag	0	0	1	0	1	0	1	1	0	1
ricardo	0	0	0	0	0	0	0	0	1	0
öper-zurfluh	0	0	0	0	0	0	0	0	0	1
Ball	0	1	0	0	0	0	0	0	0	0
nød	0	1	1	0	0	0	0	0	0	0
redactedQ12tokens63characters	0	0	0	0	0	0	1	0	0	0
redactedQ11tokens57characters	0	0	0	0	0	0	1	1	0	0
bxxxl	1	0	0	0	0	0	0	0	0	0
3.	0	1	0	0	0	0	0	0	0	0
dänn	0	0	0	0	1	0	0	1	0	0
europa	0	0	0	0	0	0	1	0	0	0
league	0	0	0	0	0	0	0	1	0	0
chreft	0	0	0	0	0	0	0	0	1	0
lige	0	0	0	0	0	0	0	0	0	1
aständigs	0	0	1	0	0	0	0	0	0	0
entwicklet	0	0	0	0	1	0	0	0	0	0
redactedQ11tokens56characters	0	0	0	0	1	2	1	0	0	0
gømmer	0	0	0	0	0	0	1	0	0	0
dunstig	0	0	0	0	0	0	0	0	1	0
ine	0	2	1	0	0	0	0	0	0	0
redactedQ9tokens50characters	0	0	0	0	1	0	0	0	1	0
trurigi	0	0	0	0	0	1	0	0	0	0
Sach	0	0	0	0	0	0	1	0	0	0
t	1	0	2	0	0	0	0	0	0	0
unterschied	0	1	0	0	0	0	0	1	0	0
veletzt	0	0	0	0	0	0	0	0	0	1
GC	0	2	0	0	0	0	0	0	0	0
schlaht	0	0	0	1	0	0	0	0	0	0
Meister	0	0	0	0	0	0	1	0	0	0
redactedQ6tokens48characters	0	0	0	0	0	0	0	0	1	0
binmer	0	0	0	0	0	0	0	0	0	1
Sevilla	1	0	0	0	0	0	0	0	0	0
güne	0	1	0	0	0	0	0	0	0	0
Penalty	0	0	0	1	0	0	0	0	0	0
