	dass	dfcp
ufgschnukkelet	1.0	
usgsesh	1.0	
Helfti	1.0	
blick	1.0	
hose	1.0	
chaufsh	1.0	
Romanshorn	1.0	
14:45	1.0	
Indian	1.0	
Maché	1.0	
redactedQ11tokens53characters	1.0	
hà	1.0	
gnurg	1.0	
lernsh	1.0	
Hanii	1.0	
hdmi	1.0	
Zidane	1.0	
ähnelt	1.0	
vielleicht	1.0	
Schnurzel	1.0	
Its	1.0	
time	1.0	
wettsch	1.0	
redactedQ14tokens70characters	1.0	
zuekunft	1.0	
redactedQ20tokens88characters	1.0	
erwachse	1.0	
chämt	1.0	
keon	1.0	
orgasmus	1.0	
kroegsh	1.0	
Gn	1.0	
shnukki	1.0	
Beshdi	1.0	
inechömmed	1.0	
Gömmer	1.0	
frotog	1.0	
zh	1.0	
abmached	1.0	
striited	1.0	
färbe	1.0	
Muesh	1.0	
selvr	1.0	
giftig	1.0	
redactedQ10tokens42characters	1.0	
notfalls	1.0	
auna	1.0	
abhebe	1.0	
chönntsh	1.0	
Papi	1.0	
redactedQ1tokens19characters	1.0	
redactedQ7tokens38characters	1.0	
Isher	1.0	
uralt	1.0	
zuuuuu	1.0	
schnukkelig	1.0	
redactedQ2tokens18characters	1.0	
fragsh	1.0	
the	1.0	
usziehsh	1.0	
eko	1.0	
uffshläfelish	1.0	
méga	1.0	
xend	1.0	
vergüded	1.0	
hesg	1.0	
YouTube	1.0	
ansehen	1.0	
Bushido	1.0	
abhol	1.0	
unterwösch	1.0	
bevort	1.0	
Tonight	1.0	
tv	1.0	
siite	1.0	
immr	1.0	
wecksh	1.0	
redactedQ13tokens66characters	1.0	
Entö	1.0	
himmel	1.0	
planete	1.0	
prag	1.0	
denm	1.0	
Göttlichs	1.0	
MEH	1.0	
chömmed	1.0	
träne	1.0	
überlles	1.0	
peinlichers	1.0	
wenner	1.0	
bricht	1.0	
luft	1.0	
shleudert	1.0	
wonach	1.0	
nachnem	1.0	
meter	1.0	
tochtr	1.0	
jedes	1.0	
redactedQ3tokens28characters	1.0	
krankehuus	1.0	
wered	1.0	
chackawacka	1.0	
emojiQpandaFace	1.0	
schakalacka	1.0	
gwünsht	1.0	
chef	1.0	
vonere	1.0	
darum	1.0	
nächste	1.0	
wettsh	1.0	
deswege	1.0	
emojiQhoneyPot	1.0	
allergish	1.0	
mix	1.0	
Gît	1.0	
verwütshish	1.0	
redactedQ37tokens195characters	1.0	
Bus	1.0	
verspötig	1.0	
zumne	1.0	
JEDES	1.0	
chemt	1.0	
Juni	1.0	
kumi	1.0	
zruck	1.0	
alternativa	1.0	
parat	1.0	
wachst	1.0	
kenneglernt	1.0	
ast	1.0	
verwirrt	1.0	
sitation	1.0	
redactedQ13tokens67characters	1.0	
frust	1.0	
eng	1.0	
All	1.0	
Brb	1.0	
simnlos	1.0	
shriibsh	1.0	
Sho	1.0	
shlimms	1.0	
emojiQoctopus	1.0	
lebt	1.0	
bewiise	1.0	
Guete	1.0	1.0
Ola	1.0	
alege	1.0	
wosh	1.0	
hemmr	1.0	
zelte	1.0	
vergaht	1.0	
diiii	1.0	
Shadz	1.0	
shribifiziered	1.0	
dortmund	1.0	
redactedQ12tokens57characters	1.0	
Warum	1.0	
Ronaldo	1.0	
adler	1.0	
zersh	1.0	
gshlossene	1.0	
fenster	1.0	
knallt	1.0	
geg	1.0	
willt	1.0	
stanislas	1.0	
arbeloa	1.0	
xiii	1.0	
Sunntig	1.0	
USA	1.0	
erkläris	1.0	
Sus	1.0	
intressiert	1.0	
Anderi	1.0	
worder	1.0	
wadu	1.0	
marie-lena	1.0	
Wem	1.0	
inerr	1.0	
Als	1.0	
meeega	1.0	
m	1.0	
wegmir	1.0	
versuech	1.0	
deffsh	1.0	
troimed	1.0	
foul	1.0	
lievt	1.0	
ya	1.0	
wirs	1.0	
zums	1.0	
ehrlich	1.0	
chance	1.0	
gwünne	1.0	
pépé	1.0	
brasilianer	1.0	
Casemiro	1.0	
brutals	1.0	
gfahr	1.0	
per	1.0	
weisst	1.0	
änderet	1.0	
redactedQ17tokens68characters	1.0	
süess	1.0	
14.9.	1.0	
Programm	1.0	
ussag	1.0	
redactedQ11tokens58characters	1.0	
Über	1.0	
goh	1.0	
Nüd	1.0	
Bringsch	1.0	
Nah	1.0	
ss	1.0	
hässig	1.0	
dog	1.0	
zämebringed	1.0	
redactedQ7tokens32characters	1.0	
hellst	1.0	
redactedQ21tokens117characters	1.0	
Chunnd	1.0	
abgneigt	1.0	
mindestens	1.0	
redactedQ28tokens136characters	1.0	
redactedQ20tokens97characters	1.0	
Frau	1.0	
verstahd	1.0	
freue	1.0	
spontan	1.0	
zuefall	1.0	
Wo	1.0	
Tour	1.0	
verarschisch	1.0	
Gester	1.0	
redactedQ10tokens61characters	1.0	
schiinbar	1.0	
redactedQ40tokens203characters	1.0	
redactedQ9tokens57characters	1.0	
ahchunnsch	1.0	1.0
Seisch	1.0	
fürabe	1.0	
aggressiv	1.0	
Mami	1.0	
notiere	1.0	
Warschiindlich	1.0	
bestrafsch	1.0	
redactedQ18tokens92characters	1.0	
gägeteil	1.0	
eigeschafte	1.0	
redactedQ9tokens46characters	1.0	
müessted	1.0	
Selber	1.0	
Ellei	1.0	
wiiber	1.0	
lahsch	1.0	
wäge	1.0	
redactedQ8tokens47characters	1.0	
wehtueh	1.0	
witerhin	1.0	
Kontakt	1.0	
nidemal	1.0	
redactedQ10tokens52characters	1.0	
miteme	1.0	
päärli	1.0	
underwägs	1.0	
allne	1.0	
Nur	1.0	
verhalte	1.0	
verlah	1.0	
Nase	1.0	
studiersch	1.0	
unbedingt	1.0	
redactedQ10tokens56characters	1.0	
Gsehni	1.0	
km	1.0	
bruuchi	1.0	
Annie	1.0	
redactedQ11tokens51characters	1.0	
spinne	1.0	
redactedQ9tokens38characters	1.0	
Schnee	1.0	
kafi	1.0	
trinke	1.0	
Dinne	1.0	
simmer	1.0	
duesch	1.0	
saudumm	1.0	
1.5	1.0	
redactedQ13tokens63characters	1.0	
hoffemer	1.0	
blond	1.0	
Verzelle	1.0	
zitvorgabe	1.0	
Umfeld	1.0	
Mond	1.0	
schiesse	1.0	
gotti	1.0	
abgrate	1.0	
natel	1.0	
selbstständig	1.0	
vernachlässigsch	1.0	
wunderbar	1.0	
Immerno	1.0	
Sack	1.0	
gohni	1.0	
demfal	1.0	
Wägem	1.0	
fahrstihl	1.0	
sust	1.0	
usgsehd	1.0	
Senf	1.0	
undundund	1.0	
Mich	1.0	
ennetbürge	1.0	
nerve	1.0	
Dier	1.0	
phaupti	1.0	
claudine	1.0	
redactedQ28tokens120characters	1.0	
Drittel	1.0	
rächnig	1.0	
flirte	1.0	
redactedQ18tokens94characters	1.0	
underhaltig	1.0	
tamara	1.0	
wiiss	1.0	
darf	1.0	
pockemon	1.0	
redactedQ2tokens5characters	1.0	
fahred	1.0	
schlussendlich	1.0	
froh	1.0	
bei	1.0	
druus	1.0	
Hör	1.0	
suuffe	1.0	
spat	1.0	
entschuldige	1.0	
dezwüsche	1.0	
Drum	1.0	
Ihre	1.0	
maa	1.0	
schaffed	1.0	
Welang	1.0	
pilote	1.0	
redactedQ45tokens245characters	1.0	
würsh	1.0	
CL	1.0	
final	1.0	
Zersh	1.0	
Abäd	1.0	
Spiäss	1.0	
redactedQ7tokens44characters	1.0	
gnuu	1.0	
gfuendä-isch	1.0	
Prezis	1.0	
vorhär	1.0	
Gut	1.0	
zistig	1.0	
säxi	1.0	
bir	1.0	
GKB	1.0	
zuechi	1.0	
chummä	1.0	
drnä	1.0	
Sunnä	1.0	
bii	1.0	
arbeitslos	1.0	
Maturfiir	1.0	
negsch	1.0	
NIIIIIIIIIIIIIIIIIIIIIIIIICHT	1.0	
Gäll	1.0	
redactedQ8tokens44characters	1.0	
CD	1.0	
ahluege	1.0	
gärtner	1.0	
länderpark	1.0	
!!!!	1.0	
schribed	1.0	
redactedQ17tokens87characters	1.0	
redactedQ11tokens54characters	1.0	
füehre	1.0	
rösser	1.0	
vorziehen	1.0	
wg	1.0	
müesstisch	1.0	
vorbereitigstag	1.0	
summerlager	1.0	
Öh	1.0	
Ussert	1.0	
reals	1.0	
Spiel	1.0	
imene	1.0	
virtuelle	1.0	
vorzieh	1.0	
gloffe	1.0	
wunde	1.0	
Punkt	1.0	
Egal	1.0	
channsch	1.0	
betrüge	1.0	
müender	1.0	
buchs	1.0	
badi	1.0	
redactedQ18tokens89characters	1.0	
redactedQ5tokens34characters	1.0	
wos	1.0	
emojiQelephant	1.0	
12	1.0	
Polizei	1.0	
ahglüte	1.0	
Microsoft	1.0	
Ko	1.0	
Luzern	1.0	
militär	1.0	
abefüllend	1.0	
redactedQ6tokens23characters	1.0	
ahgloge	1.0	
mitere	1.0	
28	1.0	
jährige	1.0	
kenneglehrt	1.0	
ahfah	1.0	
juhui	1.0	
degäge	1.0	
chuum	1.0	
schlucke	1.0	
Haee	1.0	
Schuss	1.0	
kraft	1.0	
Sish	1.0	
erledige	1.0	
Hesh	1.0	
Sache	1.0	
bildqualität	1.0	
Abschlussvideo	1.0	
Untershied	1.0	
gsehd	1.0	
Dinah	1.0	
siit	1.0	
Abschlussparty	1.0	
Bade	1.0	
;*	1.0	
neei	1.0	
Ziitig	1.0	
erfahre	1.0	
Tickets	1.0	
Antworten	1.0	
bekommst	1.0	
eile	1.0	
freunde	1.0	
Dich	1.0	
redactedQ189tokens1132characters	1.0	
nechst	1.0	
mosch	1.0	
redactedQ25tokens130characters	1.0	
verständlich	1.0	
bringe	1.0	
Met	1.0	
Gshenkli	1.0	
komischi	1.0	
sprach	1.0	
wuerdi	1.0	
choend	1.0	
imne	1.0	
tags	1.0	
likes	1.0	
abwarten	1.0	
usrechniscj	1.0	
sharon	1.0	
oises	1.0	
mitleid	1.0	
glost	1.0	
pushup	1.0	
aleit	1.0	
dmalin	1.0	
tel	1.0	
zmittagässe	1.0	
redactedQ20tokens115characters	1.0	
Och	1.0	
severin	1.0	
chräftig	1.0	
ghulfe	1.0	
koche	1.0	
wili	1.0	
redactedQ10tokens44characters	1.0	
weisches	1.0	
redactedQ12tokens65characters	1.0	
meitli	1.0	
vellne	1.0	
beez	1.0	
his	1.0	
mind	1.0	
redactedQ9tokens51characters	1.0	
redactedQ19tokens101characters	1.0	
Neei	1.0	
lune	1.0	
verdirbt	1.0	
bizzli	1.0	
Moll	1.0	
fende	1.0	
öbere	1.0	
hött	1.0	
emojiQfaceWithMedicalMask	1.0	
gwösses	1.0	
Susch	1.0	
17.49	1.0	
fahrt	1.0	
hoffsch	1.0	
abezieht	1.0	
redactedQ13tokens70characters	1.0	
you	1.0	
have	1.0	
bliibe	1.0	
aff	1.0	
meldet	1.0	
uuund	1.0	
ergriffe	1.0	
fragt	1.0	
denksch	1.0	
gschrie	1.0	
antwort	1.0	
Yeah	1.0	
gaaanz	1.0	
yasmin	1.0	
heisse	1.0	
bechunsch	1.0	
ufmerksamkeit	1.0	
kämpft	1.0	
redactedQ3tokens16characters	1.0	
abmachet	1.0	
arschloch	1.0	
iscg	1.0	
agsproche	1.0	
You	1.0	
must	1.0	
talk	1.0	
him	1.0	
colin	1.0	
sid	1.0	
fröndin	1.0	
bahnhof	1.0	
star	1.0	
wienen	1.0	
fuehl	1.0	
wersch	1.0	
null	1.0	
schwager	1.0	
wirsxh	1.0	
abstürzet	1.0	
ehh	1.0	
dariooooii	1.0	
wegee	1.0	
sichr	1.0	
bestane	1.0	
hesxh	1.0	
alki	1.0	
unterlib	1.0	
xhans	1.0	
auge	1.0	
giulia	1.0	
ztue	1.0	
freu	1.0	
teastament	1.0	
erbe	1.0	
ooook	1.0	
schlimmeri	1.0	
imeer	1.0	
22.	1.0	
mom	1.0	
alexander	1.0	
schribi	1.0	
dahi	1.0	
chöntet	1.0	
herzig	1.0	
leer	1.0	
fehler	1.0	
verzeiht	1.0	
ohhaa	1.0	
irede	1.0	
unds	1.0	
redactedQ11tokens64characters	1.0	
dennseisch	1.0	
brih	1.0	
bitzli	1.0	
fändis	1.0	
ta	1.0	
nemli	1.0	
dasseen	1.0	
ignoriersc	1.0	
dassers	1.0	
intensione	1.0	
unddenn	1.0	
afangsch	1.0	
viiil	1.0	
!!!!!	1.0	
emojiQfourLeafClover	1.0	
verabshidet	1.0	
etxt	1.0	
sowiso	1.0	
notlüg	1.0	
amacht	1.0	
ufzgi	1.0	
engelberg	1.0	
j	1.0	
amsterdam	1.0	
goend	1.0	
gasch	1.0	
jaaaa	1.0	
flaesche	1.0	
zweite	1.0	
suechfunktion	1.0	
gwuesst	1.0	
troimt	1.0	
umestrample	1.0	
lalle	1.0	
abgfahre	1.0	
tmurgrit	1.0	
tschaui	1.0	
redactedQ20tokens117characters	1.0	
redactedQ1tokens11characters	1.0	
sueched	1.0	
schluck	1.0	
zolli	1.0	
pfuuset	1.0	
nuet	1.0	
ueberstuerze	1.0	
BÄM	1.0	
outventure	1.0	
choemed	1.0	
acho	1.0	
sry	1.0	
knuddelig	1.0	
heicho	1.0	
glichetimmer	1.0	
möcht	1.0	
ohhhh	1.0	
gfröget	1.0	
schlussmache	1.0	
dozmal	1.0	
thema	1.0	
verlange	1.0	
zgseh	1.0	
ufgend	1.0	
skuvert	1.0	
redactedQ25tokens142characters	1.0	
oha	1.0	
jtzt	1.0	
afrika	1.0	
schwer	1.0	
redactedQ7tokens48characters	1.0	
abhängt	1.0	
ger	1.0	
volürsch	1.0	
sa	1.0	
anstatt	1.0	
redactedQ24tokens114characters	1.0	
laura	1.0	
fleissig	1.0	
ti	1.0	
schrank	1.0	
obadruf	1.0	
shisha	1.0	
shiSst	1.0	
gföhrlich	1.0	
Wia	1.0	
wüssemer	1.0	
hasch	1.0	
eze	1.0	
;P	1.0	
Giamma	1.0	
abgmeldet	1.0	
Muesch	1.0	
Quirli	1.0	
abmache	1.0	
date	1.0	
datebank	1.0	
dropbox	1.0	
sir	1.0	
nennt	1.0	
redactedQ21tokens104characters	1.0	
DIE	1.0	
affolterestaht	1.0	
türstörig	1.0	
yvy	1.0	
sas	1.0	
befründet	1.0	
glöck	1.0	
diar	1.0	
schmerza	1.0	
redactedQ7tokens46characters	1.0	
liab	1.0	
böses	1.0	
könnt	1.0	
redactedQ4tokens34characters	1.0	
Waish	1.0	
muas	1.0	
bruader	1.0	
schwöster	1.0	
baidi	1.0	
schissish	1.0	
klaar	1.0	
redactedQ17tokens115characters	1.0	
person	1.0	
früntschaftlich	1.0	
öder	1.0	
boda	1.0	
ischr	1.0	
iwia	1.0	
kusch	1.0	
waisch	1.0	
glauba	1.0	
FÜR	1.0	
IMMER	1.0	
usegheit	1.0	
redactedQ15tokens75characters	1.0	
hetted	1.0	
verhängt	1.0	
basel	1.0	
dasd	1.0	
graziella	1.0	
njaaaa	1.0	
chöm	1.0	
nöchst	1.0	
verbindet	1.0	
ganzes	1.0	
8i	1.0	
blibe	1.0	
ufladepack	1.0	
Serie	1.0	
chips	1.0	
frässe	1.0	
unnötigi	1.0	
Gleis	1.0	
sichtbar	1.0	
meiner	1.0	
Maus	1.0	
höre	1.0	
Ohja	1.0	
hamn	1.0	
internetzeit	1.0	
abgelaufen	1.0	
schiesst	1.0	
ufhör	1.0	
latex	1.0	
allergisch	1.0	
fb	1.0	
gratuliered	1.0	
jose	1.0	
okee	1.0	
sale	1.0	
boohoo	1.0	
Tier	1.0	
crepe	1.0	
getränk	1.0	
kiosk	1.0	
Mhmm	1.0	
Hani	1.0	
bringt	1.0	
bizli	1.0	
Slavistik	1.0	
übli	1.0	
Koma	1.0	
suufe	1.0	
abstelle	1.0	
einstellungen	1.0	
finds	1.0	
duolingo	1.0	
süchtig	1.0	
statt	1.0	
regnets	1.0	
Übermässigi	1.0	
redactedQ3tokens27characters	1.0	
dialekt	1.0	
sägga	1.0	
zwor	1.0	
könnti	1.0	
süss	1.0	
finda	1.0	
Joo	1.0	
verruckt	1.0	
redactedQ29tokens147characters	1.0	
ex	1.0	
redactedQ51tokens251characters	1.0	
müad	1.0	
redactedQ11tokens49characters	1.0	
eina	1.0	
verknallt	1.0	
raiZza	1.0	
ahgrifa	1.0	
müasti	1.0	
törften	1.0	
siher	1.0	
lustig	1.0	
erinnerish	1.0	
;O	1.0	
redactedQ36tokens182characters	1.0	
Jaap	1.0	
fründschaft	1.0	
gfohr	1.0	
armend	1.0	
niamert	1.0	
fühlsh	1.0	
Ju	1.0	
heches	1.0	
verdient	1.0	
wörklech	1.0	
cheggi	1.0	
ersch	1.0	
scherz	1.0	
friendship	1.0	
redactedQ16tokens70characters	1.0	
empfindsch	1.0	
redactedQ12tokens53characters	1.0	
abgmacht	1.0	
dami	1.0	
warten	1.0	
ihrera	1.0	
gfroogt	1.0	
gwünnsh	1.0	
waiss	1.0	
wohrshinlich	1.0	
nöggsta	1.0	
arrest	1.0	
vum	1.0	
iwas	1.0	
passiart	1.0	
Auf	1.0	
redactedQ32tokens161characters	1.0	
buab	1.0	
andera	1.0	
Jajaa	1.0	
redactedQ14tokens67characters	1.0	
Perfeckt	1.0	
wüssa	1.0	
wilsh	1.0	
gl	1.0	
normaler	1.0	
redactedQ13tokens81characters	1.0	
ainiges	1.0	
umabefähla	1.0	
redactedQ10tokens59characters	1.0	
muash	1.0	
gshiid	1.0	
gönnsh	1.0	
luagsh	1.0	
dia	1.0	
bezüchig	1.0	
ahtua	1.0	
würrsh	1.0	
erlaubniss	1.0	
mainsh	1.0	
werda	1.0	
mitkriagt	1.0	
mora	1.0	
konfirmation	1.0	
ishs	1.0	
~	1.0	
shaiSse	1.0	
bemerka	1.0	
Schrib	1.0	
Wegm	1.0	
tüan	1.0	
Buoah	1.0	
unwichtig	1.0	
liggt	1.0	
redactedQ16tokens77characters	1.0	
guat	1.0	
wonni	1.0	
johra	1.0	
kha	1.0	
redactedQ27tokens128characters	1.0	
ihra	1.0	
Nd	1.0	
Tuat	1.0	
unsicher	1.0	
ufreggsh	1.0	
ticksh	1.0	
:*	1.0	
zruggshriiba	1.0	
aifach	1.0	
emojiQastonishedFace	1.0	
redactedQ12tokens62characters	1.0	
brutala	1.0	
dahome	1.0	
heg	1.0	
lisisch		1.0
experte		1.0
lueget		1.0
fahre		1.0
bestange		1.0
Nii		1.0
moooou		1.0
baby		1.0
psssst		1.0
❤		1.0
gleis		1.0
