	dass	dfcp
redactedQ14tokens71characters	1.0	
Wahrheit	1.0	
schiesse	1.0	
Mond	1.0	
ufe	1.0	
Umfeld	1.0	
gschlafe	1.0	
redactedQ18tokens88characters	1.0	
vorher	1.0	
redactedQ24tokens119characters	1.0	
Piste	1.0	
schätze	1.0	
willkomme	1.0	
nidemal	1.0	
italienisch	1.0	
Telefon	1.0	
umestresse	1.0	
struub	1.0	
Hypochonder	1.0	
buchs	1.0	
13.00	1.0	
grösseornig	1.0	
Programm	1.0	
14.9.	1.0	
Diskussion	1.0	
redactedQ15tokens73characters	1.0	
Idee	1.0	
redactedQ14tokens67characters	1.0	
NÜD	1.0	
JA	1.0	
ISCH	1.0	
ES	1.0	
redactedQ53tokens284characters	1.0	
Eher	1.0	
10ni	1.0	
deheime	1.0	
hoffes	1.0	
hofft	1.0	
redactedQ17tokens80characters	1.0	
Lug	1.0	
redactedQ39tokens188characters	1.0	
redactedQ8tokens30characters	1.0	
Facebook	1.0	
redactedQ2tokens17characters	1.0	
redactedQ42tokens225characters	1.0	
neuahfang	1.0	
Mage	1.0	
wk	1.0	
wirde	1.0	
schaffet	1.0	
redactedQ8tokens45characters	1.0	
redactedQ10tokens60characters	1.0	
getue	1.0	
höchi	1.0	
garantier	1.0	
Getue	1.0	
legge	1.0	
Denke	1.0	
redactedQ14tokens75characters	1.0	
erwachse	1.0	
verlah	1.0	
inklusive	1.0	
redactedQ47tokens244characters	1.0	
redactedQ8tokens41characters	1.0	
redactedQ29tokens142characters	1.0	
redactedQ8tokens48characters	1.0	
gstohle	1.0	
fix	1.0	
gniesse	1.0	
erstuunt	1.0	
Halle	1.0	
Schlaf	1.0	
redactedQ2tokens16characters	1.0	
besseret	1.0	
Keis	1.0	
Neeeeeeeeeeeei	1.0	
sueche	1.0	
Kompromiss	1.0	
kah	1.0	
irgndwie	1.0	
Kommentar	1.0	
grächnet	1.0	
tschuld	1.0	
Grund	1.0	
nahhole	1.0	
begründe	1.0	
Nenn	1.0	
redactedQ33tokens168characters	1.0	
bestätigt	1.0	
redactedQ15tokens67characters	1.0	
redactedQ10tokens57characters	1.0	
darf	1.0	
redactedQ13tokens63characters	1.0	
Loveyoutoo	1.0	
iergendwie	1.0	
uhuere	1.0	
redactedQ7tokens40characters	1.0	
effektiv	1.0	
befürchte	1.0	
Euren	1.0	
badi	1.0	
redactedQ5tokens38characters	1.0	
regionaljournal	1.0	
Papi	1.0	
Sägs	1.0	
wahrschindlich	1.0	
wüsseds	1.0	
garnid	1.0	
redactedQ9tokens40characters	1.0	
ahgäh	1.0	
bestätiged	1.0	
%	1.0	
50	1.0	
verzapft	1.0	
person	1.0	
fürne	1.0	
zämegsi	1.0	
gnüsses	1.0	
iergendwas	1.0	
entdüschtcsig	1.0	
ahgschwulle	1.0	
zahnfleisch	1.0	
redactedQ10tokens41characters	1.0	
bruuchsch	1.0	
bewiis	1.0	
wixxer	1.0	
gröber	1.0	
redactedQ12tokens49characters	1.0	
Vilicht	1.0	
hälfti	1.0	
redactedQ8tokens35characters	1.0	
redactedQ13tokens50characters	1.0	
Bildschirm	1.0	
starred	1.0	
Hauptsach	1.0	
arschlöcher	1.0	
wättere	1.0	
Tja	1.0	
redactedQ12tokens55characters	1.0	
grosseltere	1.0	
hanere	1.0	
redactedQ15tokens69characters	1.0	
redactedQ12tokens63characters	1.0	
verlore	1.0	
ahlüte	1.0	1.0
ahgsetzt	1.0	1.0
druuf	1.0	1.0
Iehr	1.0	
muul	1.0	
telefon	1.0	
uusgang	1.0	
abgseid	1.0	
Bett	1.0	
meldet	1.0	
Sklave	1.0	
Has	1.0	
l	1.0	
Vorgester	1.0	
schiinbar	1.0	
airport	1.0	
Euro	1.0	
Flüg	1.0	
redactedQ28tokens132characters	1.0	
haargenau	1.0	
gliich	1.0	
chunnsch	1.0	
Tüür	1.0	
alfa	1.0	
Hätt	1.0	
ahlange	1.0	
eigeschafte	1.0	
maa	1.0	
vomene	1.0	
gägeteil	1.0	
Zugführer	1.0	
kuschele	1.0	
reals	1.0	
Spiel	1.0	
wg	1.0	
stönd	1.0	
plastikpflanze	1.0	
rauche	1.0	
höremer	1.0	
ängel	1.0	
träumt	1.0	
gäh	1.0	
usdruck	1.0	
stand	1.0	
los	1.0	
chumi	1.0	
imene	1.0	1.0
Hättisch	1.0	
ahcho	1.0	
Frag	1.0	
Böh	1.0	
pfuuset	1.0	
Dänkes	1.0	
hock	1.0	
uftue	1.0	
vorzieh	1.0	
virtuelle	1.0	
emojiQpistol	1.0	
shwiiz	1.0	
darioo	1.0	
Weisses	1.0	
persone	1.0	
vell	1.0	
gaaanz	1.0	
lösche	1.0	
erhoff	1.0	
redactedQ19tokens94characters	1.0	
bringt	1.0	
Nee	1.0	
redactedQ200tokens1276characters	1.0	
anymore	1.0	
ablenke	1.0	
liecht	1.0	
getraut	1.0	
aspreche	1.0	
redactedQ2tokens18characters	1.0	
Jaaa	1.0	
besitze	1.0	
welche	1.0	
vellne	1.0	
interesse	1.0	
Jaajo	1.0	
gnue	1.0	
Mer	1.0	
lese	1.0	
kabutt	1.0	
Hm	1.0	
Trotzdem	1.0	
magst	1.0	
okee	1.0	
redactedQ35tokens176characters	1.0	
Yes	1.0	
redactedQ4tokens27characters	1.0	
redactedQ9tokens50characters	1.0	
redactedQ25tokens130characters	1.0	
get	1.0	
erklär	1.0	
gsesch	1.0	
Wennd	1.0	
mosch	1.0	
Selli	1.0	
gwartet	1.0	
hött	1.0	
bes	1.0	
redactedQ14tokens73characters	1.0	
homo	1.0	
schribt	1.0	
redactedQ10tokens62characters	1.0	
Hab	1.0	
redactedQ2tokens24characters	1.0	
schribi	1.0	
Ned	1.0	
wör	1.0	
Ciao	1.0	
schlafe	1.0	1.0
Schuldig	1.0	
ufgreggt	1.0	
niamert	1.0	
wonni	1.0	
usglacha	1.0	
Aisha	1.0	
ahsag	1.0	
glauba	1.0	
findi	1.0	
denka	1.0	
zappla	1.0	
öppert	1.0	
würr	1.0	
dh	1.0	
halba	1.0	
kama	1.0	
redactedQ19tokens90characters	1.0	
sus	1.0	
redactedQ16tokens78characters	1.0	
nenna	1.0	
notwehr	1.0	
redactedQ15tokens64characters	1.0	
grössta	1.0	
schluss	1.0	
ufpassa	1.0	
nonia	1.0	
abgseit	1.0	
missverstande	1.0	
redactedQ7tokens26characters	1.0	
wärsch	1.0	
schönner	1.0	
veell	1.0	
rechtig	1.0	
schisst	1.0	
maann	1.0	
Fendes	1.0	
umso	1.0	
franzl	1.0	
unterschriba	1.0	
nachz	1.0	
schike	1.0	
trotzdem-	1.0	
gwösst	1.0	
Heyo	1.0	
redactedQ19tokens110characters	1.0	
vermuatig	1.0	
<3	1.0	
gaanz	1.0	
lo	1.0	
somit	1.0	
Zensurfiir	1.0	
ahgeh	1.0	
xehni	1.0	
oli	1.0	
gosch	1.0	
teile	1.0	
kasse	1.0	
lust	1.0	
sunntig	1.0	
!!!!	1.0	
CONGRATS	1.0	
redactedQ6tokens42characters	1.0	
fotografie	1.0	
bestaetigt	1.0	
abgstumme	1.0	
k	1.0	
NNN.-	1.0	
zahlt	1.0	
rest	1.0	
scjoen	1.0	
frank	1.0	
videos	1.0	
jutub	1.0	
muend	1.0	
gwuesst	1.0	
hender	1.0	
gfroget	1.0	
machs	1.0	
afoch	1.0	
überrede	1.0	
shoppe	1.0	
tschegge	1.0	
schaffed	1.0	
nono	1.0	
passwort	1.0	
bedüte	1.0	
anim	1.0	
nonie	1.0	1.0
zrug	1.0	
gebs	1.0	
giulia	1.0	
dermasse	1.0	
grüessli	1.0	
:)))	1.0	
möcht	1.0	
gmolde	1.0	
redactedQ10tokens70characters	1.0	
möchtsch	1.0	
redactedQ24tokens116characters	1.0	
müese	1.0	
pibbo	1.0	
dreckig	1.0	
liebschte	1.0	
abe	1.0	
sish	1.0	
feld	1.0	
nerd	1.0	
bischn	1.0	
antwortet	1.0	
vrsproche	1.0	
mr	1.0	
uerä	1.0	
Chume	1.0	
your	1.0	
take	1.0	
rechtsberatig	1.0	
werish	1.0	
shriebe	1.0	
pa	1.0	
verständlich	1.0	
erledige	1.0	
bedüted	1.0	
Samstig	1.0	
Mittwochnamittag	1.0	
wiitergeh	1.0	
Hallo	1.0	
riesig	1.0	
Chance	1.0	
Hei	1.0	
opfer	1.0	
schaetzed	1.0	
paarne	1.0	
elmar	1.0	
sletzte	1.0	
unterschribi	1.0	
dusse	1.0	
usgschlosse	1.0	
bliibe	1.0	
heia	1.0	
élo	1.0	
bide	1.0	
elter	1.0	
fruendin	1.0	
sucht	1.0	
linker	1.0	
ledig	1.0	
bauer	1.0	
ahahahah	1.0	
chloé	1.0	
xicht	1.0	
usschnitt	1.0	
anezoomte	1.0	
wuesst	1.0	
garten	1.0	
gerolds	1.0	
hoffs	1.0	
redactedQ16tokens77characters	1.0	
Ueeh	1.0	
gwarnt	1.0	
shots	1.0	
duet	1.0	
mitbecho	1.0	
jannine	1.0	
Mega	1.0	
luegi	1.0	
Regnet	1.0	
regent	1.0	
büste	1.0	
Chöndsch	1.0	
erstellt	1.0	
negativ	1.0	
zumindest	1.0	
aflähe	1.0	
werdet	1.0	
rich	1.0	
werdemer	1.0	
sing	1.0	
besichtige	1.0	
wor	1.0	
ohrhöhrer	1.0	
mehreri	1.0	
exams	1.0	
schwöster	1.0	
trennig	1.0	
ganga	1.0	
ornella	1.0	
best	1.0	
Judit	1.0	
redactedQ9tokens36characters	1.0	
verbarme	1.0	
früeh	1.0	
hus	1.0	
aurore	1.0	
tschau	1.0	
Neneiiii	1.0	
quelle	1.0	
ade	1.0	
Chöntet	1.0	
jose	1.0	
flauschig	1.0	
Gseht	1.0	
Ooooooh	1.0	
erwähnt	1.0	
Buaaah	1.0	
History	1.0	
gsie	1.0	
expandiere	1.0	
Chopf	1.0	
igschätzt	1.0	
those	1.0	
lets	1.0	
genius	1.0	
Wooooah	1.0	
stress	1.0	
zvil	1.0	
wega	1.0	
eba	1.0	
dasch	1.0	
hoppla	1.0	
blibsch	1.0	
Luagsch	1.0	
tickets	1.0	
schwizerhof	1.0	
Brucht	1.0	
umma	1.0	
bedenklich	1.0	
moralisch	1.0	
Sache	1.0	
ishliesse	1.0	
redactedQ5tokens31characters	1.0	
abstand	1.0	
verwirrt	1.0	
son	1.0	
like	1.0	
Mother	1.0	
Mueter	1.0	
Ordnig	1.0	
würi	1.0	
Regle	1.0	
schrecklich	1.0	
türvorhäng	1.0	
ai	1.0	
verdiene	1.0	
money	1.0	
vil	1.0	
44	1.0	
verbindets	1.0	
yey	1.0	
supertoll	1.0	
Wuuuaaah	1.0	
fehlst	1.0	
Duet	1.0	
mitteilen	1.0	
wollte	1.0	
banane	1.0	
Halliahallo	1.0	
weisst	1.0	
commentar	1.0	
Din	1.0	
t	1.0	
Jaja	1.0	
verhindere	1.0	
emojiQconfoundedFace	1.0	
unbeschränkte	1.0	
verspätung	1.0	
redactedQ13tokens62characters	1.0	
redactedQ30tokens148characters	1.0	
Joops	1.0	
anderna	1.0	
latin	1.0	
mäntig	1.0	
kriagi	1.0	
nohdenka	1.0	
tot	1.0	
gian-luca	1.0	
drgega	1.0	
könnti	1.0	
übbera	1.0	
machens	1.0	
wüssen	1.0	
redactedQ18tokens105characters	1.0	
blööd	1.0	
aig	1.0	
redactedQ13tokens86characters	1.0	
mahi	1.0	
mitkriagt	1.0	
gshriba	1.0	
yatzy	1.0	
glacht	1.0	
garni	1.0	
gebetet	1.0	
redactedQ37tokens190characters	1.0	
klassafoti	1.0	
ins	1.0	
naii	1.0	
aim	1.0	
abwiisend	1.0	
shaiSse	1.0	
redactedQ25tokens146characters	1.0	
rota	1.0	
törfsh	1.0	
sämi	1.0	
vum	1.0	1.0
drbi	1.0	
schuu	1.0	
wemmer	1.0	
gfunda	1.0	
hamma	1.0	
redactedQ33tokens171characters	1.0	
????	1.0	
redactedQ16tokens84characters	1.0	
natürlich-	1.0	
ahgfanga	1.0	
segga	1.0	
ihra	1.0	
Nai	1.0	
behindert	1.0	
böh	1.0	
sins	1.0	
redactedQ10tokens43characters	1.0	
mendrs	1.0	
aunc	1.0	
ei	1.0	
turitg	1.0	
hai	1.0	
klassakollegin	1.0	
shisha	1.0	
obadruf	1.0	
gföhrlich	1.0	
redactedQ6tokens39characters	1.0	
könns	1.0	
shaZzali	1.0	
redactedQ25tokens127characters	1.0	
luaga	1.0	
muas	1.0	
umfall	1.0	
wiiterleite	1.0	
Helferinne	1.0	
per	1.0	
blatt	1.0	
gérald	1.0	
sändu	1.0	
gie	1.0	
emojiQkissMark	1.0	
hoffa	1.0	
Yöö	1.0	
törf	1.0	
schual	1.0	
obi	1.0	
carsten	1.0	
liab	1.0	
schaisse	1.0	
Lach	1.0	
numma	1.0	
Back	1.0	
calvin	1.0	
redactedQ38tokens202characters	1.0	
gl	1.0	
redactedQ4tokens47characters	1.0	
saish	1.0	
redactedQ18tokens101characters	1.0	
gera	1.0	
bechunsch	1.0	
umkheit	1.0	
31	1.0	
GB	1.0	
redactedQ13tokens72characters	1.0	1.0
redactedQ10tokens40characters	1.0	
behandlet	1.0	
zhaw		2.0
söt		1.0
klappe		1.0
dinge		1.0
guter		1.0
schwarz		1.0
fresse		1.0
gshafft		1.0
dasis		1.0
hegisch		1.0
Wäge		1.0
blinzle		1.0
dasi		1.0
gleis		1.0
bahnhof		1.0
schnalleds		1.0
usefindisch		1.0
4i		1.0
sch		1.0
Ooh		1.0
ball		1.0
catia		1.0
englisch		1.0
gschit		1.0
übernachte		1.0
öpert		1.0
sat		2.0
indéterminé		1.0
demfau		1.0
recherche		1.0
klassekamerade		1.0
unsympathish		1.0
bus		1.0
hand		1.0
gsehts		1.0
dead		1.0
tatsächlich		1.0
more		1.0
home		2.0
sweet		1.0
antworte		1.0
Wärsch		1.0
berüchtigter		1.0
ziitalter		1.0
ineme		1.0
alter		1.0
ersti		1.0
kennelerne		1.0
ungerwägs		1.0
während		1.0
watter		1.0
müettere		1.0
voraum		1.0
sorg		1.0
Sini		1.0
länger		1.0
studiere		1.0
verlüre		1.0
läse		1.0
schiud		1.0
staa		1.0
paul		1.0
verzeuä		1.0
weuä		1.0
vorsteuä		1.0
gel		1.0
auto		2.0
schwarze		1.0
Rat		1.0
Wow		1.0
wasi		1.0
aa		1.0
frogt		1.0
